ayet_numarasi,ayet
Luk.7: 46,"Sen başıma zeytinyağı sürmedin, ama bu kadın ayaklarıma güzel kokulu yağ sürdü."
Luk.7: 47,"Bu nedenle sana şunu söyleyeyim, kendisinin çok olan günahları bağışlanmıştır. Çok sevgi göstermesinin nedeni budur. Oysa kendisine az bağışlanan, az sever."""
Luk.7: 48,"Sonra kadına, ""Günahların bağışlandı"" dedi."
Luk.7: 49,"İsa'yla birlikte sofrada oturanlar kendi aralarında, ""Kim bu adam? Günahları bile bağışlıyor!"" şeklinde konuşmaya başladılar."
Luk.7: 50,"İsa ise kadına, ""İmanın seni kurtardı, esenlikle git"" dedi.  BÖLÜM 8 İsa'yı İzleyen Kadınlar"
Luk.8: 1,Bundan kısa bir süre sonra İsa on iki öğrencisiyle birlikte köy kent dolaşmaya başladı. Tanrı'nın Egemenliği'ni duyurup müjdeliyordu.
Luk.8: 2-3,"Kötü ruhlardan ve hastalıklardan kurtulan bazı kadınlar, içinden yedi cin çıkmış olan Mecdelli denilen Meryem, Hirodes'in kâhyası Kuza'nın karısı Yohanna, Suzanna ve daha birçokları İsa'yla birlikte dolaşıyordu. Bunlar, kendi olanaklarıyla İsa'ya ve öğrencilerine yardım ediyorlardı. Tohum Benzetmesi ("
Luk.8: 4-5,"Büyük bir kalabalığın toplandığı, insanların her kentten kendisine akın akın geldiği bir sırada İsa şu benzetmeyi anlattı: ""Ekincinin biri tohum ekmeye çıktı. Ektiği tohumlardan kimi yol kenarına düştü, ayak altında çiğnenip gökteki kuşlara yem oldu."
Luk.8: 6,"Kimi kayalık yere düştü, filizlenince susuzluktan kuruyup gitti."
Luk.8: 7,"Kimi, dikenler arasına düştü. Filizlerle birlikte büyüyen dikenler filizleri boğdu."
Luk.8: 8,"Kimi ise iyi toprağa düştü, büyüyünce yüz kat ürün verdi."" Bunları söyledikten sonra, ""İşitecek kulağı olan işitsin!"" diye seslendi."
Luk.8: 9-10,"İsa, bu benzetmenin anlamını kendisinden soran öğrencilerine, ""Tanrı Egemenliği'nin sırlarını bilme ayrıcalığı size verildi"" dedi. ""Ama başkalarına benzetmelerle sesleniyorum. Öyle ki, 'Gördükleri halde görmesinler, Duydukları halde anlamasınlar.'"
Luk.8: 11,"""Benzetmenin anlamı şudur: Tohum Tanrı'nın sözüdür."
Luk.8: 12,"Yol kenarındakiler sözü işiten kişilerdir. Ama sonra İblis gelir, inanıp kurtulmasınlar diye sözü yüreklerinden alır götürür."
Luk.8: 13,"Kayalık yere düşenler, işittikleri sözü sevinçle kabul eden, ama kök salamadıkları için ancak bir süre inanan kişilerdir. Böyleleri denendikleri zaman imandan dönerler."
Luk.8: 14,"Dikenler arasına düşenler, sözü işiten ama zamanla yaşamın kaygıları, zenginlikleri ve zevkleri içinde boğulan, dolayısıyla olgun ürün vermeyenlerdir."
Luk.8: 15,"İyi toprağa düşenler ise, sözü işitince onu iyi ve sağlam bir yürekte saklayanlardır. Bunlar sabırla dayanarak ürün verirler."" Her Şey Işığa Çıkacak ("
Luk.8: 16,"""Hiç kimse kandil yakıp bunu bir kapla örtmez, ya da yatağın altına koymaz. Tersine, içeri girenler ışığı görsünler diye onu kandilliğe koyar."
Luk.8: 17,"Çünkü açığa çıkarılmayacak gizli hiçbir şey yok; bilinmeyecek, aydınlığa çıkmayacak saklı hiçbir şey yoktur."
Luk.8: 18,"Bunun için, nasıl dinlediğinize dikkat edin. Kimde varsa, ona daha çok verilecek. Ama kimde yoksa, kendisinde var sandığı bile elinden alınacak."" İsa'nın Yakınları ("
Luk.8: 19,"İsa'nın annesiyle kardeşleri O'na geldiler, ama kalabalıktan ötürü kendisine yaklaşamadılar."
Luk.8: 20,"İsa'ya, ""Annenle kardeşlerin dışarıda duruyor, seni görmek istiyorlar"" diye haber verildi."
Luk.8: 21,"İsa haberi getirenlere şöyle karşılık verdi: ""Annemle kardeşlerim, Tanrı'nın sözünü duyup yerine getirenlerdir."" İsa Fırtınayı Dindiriyor ("
Luk.8: 22,"Bir gün İsa öğrencileriyle birlikte bir tekneye binerek onlara, ""Gölün karşı yakasına geçelim"" dedi. Böylece kıyıdan açıldılar."
Luk.8: 23,Teknede giderlerken İsa uykuya daldı. O sırada gölde fırtına koptu. Tekne su almaya başlayınca tehlikeli bir duruma düştüler.
Luk.8: 24,"Gidip İsa'yı uyandırarak, ""Efendimiz, Efendimiz, öleceğiz!"" dediler. İsa kalkıp rüzgarı ve kabaran dalgaları azarladı. Fırtına dindi ve ortalık sütliman oldu."
Luk.8: 25,"İsa öğrencilerine, ""Nerede imanınız?"" dedi. Onlar korku ve şaşkınlık içindeydiler. Birbirlerine, ""Bu adam kim ki, rüzgara, suya bile buyruk veriyor, onlar da sözünü dinliyor!"" dediler. Cinli Bir Adamın İyileştirilmesi ("
Luk.8: 26,Celile'nin karşısında bulunan Gerasalılar'ın memleketine vardılar.
Luk.8: 27,"İsa karaya çıkınca kentten bir adam O'nu karşıladı. Cinli ve uzun zamandan beri giysi giymeyen bu adam evde değil, mezarlık mağaralarda yaşıyordu."
Luk.8: 28,"Adam İsa'yı görünce çığlık atıp önünde yere kapandı. Yüksek sesle, ""Ey İsa, yüce Tanrı'nın Oğlu, benden ne istiyorsun?"" dedi. ""Sana yalvarırım, bana işkence etme!"""
Luk.8: 29,"Çünkü İsa, kötü ruha adamın içinden çıkmasını buyurmuştu. Kötü ruh adamı sık sık etkisi altına alıyordu. Adam zincir ve kösteklerle bağlanıp başına nöbetçi konulduğu halde bağlarını paralıyor ve cin tarafından ıssız yerlere sürülüyordu."
Luk.8: 30,"İsa ona, ""Adın ne?"" diye sordu. O da, ""Tümen "" diye yanıtladı. Çünkü onun içine bir sürü cin girmişti."
Luk.8: 31,"Cinler, dipsiz derinliklere gitmelerini buyurmasın diye İsa'ya yalvarıp durdular."
Luk.8: 32,"Orada, dağın yamacında otlayan büyük bir domuz sürüsü vardı. Cinler, domuzların içine girmelerine izin vermesi için İsa'ya yalvardılar. O da onlara izin verdi."
Luk.8: 33,Adamdan çıkan cinler domuzların içine girdiler. Sürü dik yamaçtan aşağı koşuşarak göle atlayıp boğuldu.
Luk.8: 34,"Domuzları güdenler olup biteni görünce kaçtılar, kentte ve köylerde olayın haberini yaydılar."
Luk.8: 35,"Bunun üzerine halk olup biteni görmeye çıktı. İsa'nın yanına geldikleri zaman, cinlerden kurtulan adamı giyinmiş ve aklı başına gelmiş olarak İsa'nın ayakları dibinde oturmuş buldular ve korktular."
Luk.8: 36,"Olayı görenler, cinli adamın nasıl kurtulduğunu halka anlattılar."
Luk.8: 37,O zaman Gerasa yöresinden gelen bütün kalabalık büyük bir korkuya kapılarak İsa'nın yanlarından ayrılmasını rica ettiler. O da geri dönmek üzere tekneye bindi.
Luk.8: 38-39,"Cinlerden kurtulan adam İsa'nın yanında kalmak için O'na yalvardı. Ama İsa, ""Evine dön, Tanrı'nın senin için neler yaptığını anlat"" diyerek onu salıverdi. Adam da gitti, İsa'nın kendisi için neler yaptığını bütün kentte duyurdu. Dirilen Kız, İyileşen Kadın ("
Luk.8: 40,Karşı yakaya dönen İsa'yı halk karşıladı. Çünkü herkes O'nu bekliyordu.
Luk.8: 41,"O sırada, havra yöneticisi olan Yair adında bir adam gelip İsa'nın ayaklarına kapandı, evine gelmesi için yalvardı."
Luk.8: 42,Çünkü on iki yaşlarındaki biricik kızı ölmek üzereydi. İsa oraya giderken kalabalık O'nu her yandan sıkıştırıyordu.
Luk.8: 43,On iki yıldır kanaması olan bir kadın da oradaydı. Varını yoğunu hekimlere harcamıştı; ama hiçbiri onu iyileştirememişti.
Luk.8: 44,İsa'nın arkasından yetişip giysisinin eteğine dokundu ve o anda kanaması kesildi.
Luk.8: 45,"İsa, ""Bana kim dokundu?"" dedi. Herkes inkâr ederken Petrus , ""Efendimiz, kalabalık seni çepeçevre sarmış sıkıştırıyor"" dedi."
Luk.8: 46,"Ama İsa, ""Birisi bana dokundu"" dedi. ""İçimden bir gücün akıp gittiğini hissettim."""
Luk.8: 47,"Yaptığını gizleyemeyeceğini anlayan kadın titreyerek geldi, İsa'nın ayaklarına kapandı. Bütün halkın önünde, O'na neden dokunduğunu ve o anda nasıl iyileştiğini anlattı."
Luk.8: 48,"İsa ona, ""Kızım"" dedi, ""İmanın seni kurtardı. Esenlikle git."""
Luk.8: 49,"İsa daha konuşurken havra yöneticisinin evinden biri geldi. Yöneticiye, ""Kızın öldü"" dedi, ""Artık öğretmeni rahatsız etme."""
Luk.8: 50,"İsa bunu duyunca havra yöneticisine şöyle dedi: ""Korkma, yalnız iman et, kızın kurtulacak."""
Luk.8: 51,"İsa adamın evine gelince Petrus, Yuhanna, Yakup ve kızın annesi babası dışında hiç kimsenin kendisiyle birlikte içeri girmesine izin vermedi."
Luk.8: 52,"Herkes kız için ağlıyor, dövünüyordu. İsa, ""Ağlamayın"" dedi, ""Kız ölmedi, uyuyor."""
Luk.8: 53,Kızın öldüğünü bildikleri için İsa'yla alay ettiler.
Luk.8: 54,"O ise kızın elini tutarak, ""Kızım, kalk!"" diye seslendi."
Luk.8: 55,"Ruhu yeniden bedenine dönen kız hemen ayağa kalktı. İsa, kıza yemek verilmesini buyurdu."
Luk.8: 56,"Kızın annesiyle babası şaşkınlık içindeydi. İsa, olanları hiç kimseye anlatmamaları için onları uyardı.  BÖLÜM 9 İsa On İki Elçisini Görevlendiriyor ("
Luk.9: 1,"İsa, Onikiler'i yanına çağırıp onlara bütün cinler üzerinde ve hastalıkları iyileştirmek için güç ve yetki verdi."
Luk.9: 2,Sonra onları Tanrı'nın Egemenliği'ni duyurmaya ve hastalara şifa vermeye gönderdi.
Luk.9: 3,"Onlara şöyle dedi: ""Yolculuk için yanınıza hiçbir şey almayın: Ne değnek, ne torba, ne ekmek, ne para, ne de yedek mintan."
Luk.9: 4,"Hangi eve girerseniz, kentten ayrılıncaya dek orada kalın."
Luk.9: 5,"Sizi kabul etmeyenlere gelince, kentten ayrılırken onlara uyarı olsun diye ayaklarınızın tozunu silkin."""
Luk.9: 6,"Onlar da yola çıktılar, her yerde Müjde'yi yayarak ve hastaları iyileştirerek köy köy dolaştılar."
Luk.9: 7-8,"Bölgenin kralı Hirodes bütün bu olanları duyunca şaşkına döndü. Çünkü bazıları Yahya'nın ölümden dirildiğini, bazıları İlyas'ın göründüğünü, başkaları ise eski peygamberlerden birinin dirildiğini söylüyordu."
Luk.9: 9,"Hirodes, ""Yahya'nın başını ben kestirdim. Şimdi hakkında böyle haberler duyduğum bu adam kim?"" diyor ve İsa'yı görmenin bir yolunu arıyordu. İsa Beş Bin Kişiyi Doyuruyor ("
Luk.9: 10,"Elçiler geri dönünce, yaptıkları her şeyi İsa'ya anlattılar. Sonra İsa yalnızca onları yanına alıp Beytsayda denilen bir kente çekildi."
Luk.9: 11,"Bunu öğrenen halk O'nun ardından gitti. İsa onları ilgiyle karşıladı, kendilerine Tanrı'nın Egemenliği'nden söz etti ve şifaya ihtiyacı olanları iyileştirdi."
Luk.9: 12,"Günbatımına doğru Onikiler gelip O'na, ""Halkı salıver de çevredeki köylere ve çiftliklere gidip kendilerine barınak ve yiyecek bulsunlar. Çünkü ıssız bir yerdeyiz"" dediler."
Luk.9: 13,"İsa, ""Onlara siz yiyecek verin"" dedi. ""Beş ekmekle iki balıktan başka bir şeyimiz yok"" dediler. ""Yoksa bunca halk için yiyecek almaya biz mi gidelim?"""
Luk.9: 14,"Orada yaklaşık beş bin erkek vardı. İsa öğrencilerine, ""Halkı yaklaşık ellişer kişilik kümeler halinde yere oturtun"" dedi."
Luk.9: 15,Öğrenciler öyle yapıp herkesi yere oturttular.
Luk.9: 16,"İsa, beş ekmekle iki balığı aldı, gözlerini göğe kaldırarak şükretti; sonra bunları böldü ve halka dağıtmaları için öğrencilerine verdi."
Luk.9: 17,Herkes yiyip doydu. Artakalan parçalardan on iki sepet dolusu toplandı. Petrus'un Mesih'i Tanıması (
Luk.9: 18,"Bir gün İsa tek başına dua ediyordu, öğrencileri de yanındaydı. İsa onlara, ""Halk benim kim olduğumu söylüyor?"" diye sordu."
Luk.9: 19,"Şöyle yanıtladılar: ""Vaftizci Yahya diyorlar. Ama kimi İlyas, kimi de eski peygamberlerden biri dirilmiş, diyor."""
Luk.9: 20,"İsa onlara, ""Siz ne dersiniz"" dedi, ""Sizce ben kimim?"" Petrus, ""Sen Tanrı'nın Mesihi'sin "" yanıtını verdi."
Luk.9: 21,"İsa, onları uyararak bunu hiç kimseye söylememelerini buyurdu."
Luk.9: 22,"İnsanoğlu'nun çok acı çekmesi, ileri gelenler, başkâhinler ve din bilginlerince reddedilmesi, öldürülmesi ve üçüncü gün dirilmesi gerektiğini söyledi."
Luk.9: 23,"Sonra hepsine, ""Ardımdan gelmek isteyen kendini inkâr etsin, her gün çarmıhını yüklenip beni izlesin"" dedi,"
Luk.9: 24,"""Canını kurtarmak isteyen onu yitirecek, canını benim uğruma yitiren ise onu kurtaracaktır."
Luk.9: 25,"İnsan bütün dünyayı kazanıp da canını yitirirse, canından olursa, bunun kendisine ne yararı olur?"
Luk.9: 26,"Kim benden ve benim sözlerimden utanırsa, İnsanoğlu da kendisinin, Babası'nın ve kutsal meleklerin görkemi içinde geldiğinde o kişiden utanacaktır."
Luk.9: 27,"Size gerçeği söyleyeyim, burada bulunanlar arasında, Tanrı'nın Egemenliği'ni görmeden ölümü tatmayacak olanlar var."" İsa'nın Görünümü Değişiyor ("
Luk.9: 28,"Bu sözleri söyledikten yaklaşık sekiz gün sonra İsa, yanına Petrus, Yuhanna ve Yakup'u alarak dua etmek üzere dağa çıktı."
Luk.9: 29,"İsa dua ederken yüzünün görünümü değişti, giysileri şimşek gibi parıldayan bir beyazlığa büründü."
Luk.9: 30-31,O anda görkem içinde beliren iki kişi İsa'yla konuşmaya başladılar. Bunlar Musa ile İlyas'tı. İsa'nın yakında Yeruşalim'de gerçekleşecek olan ayrılışını konuşuyorlardı.
Luk.9: 32,Petrus ile yanındakilerin üzerine uyku çökmüştü. Ama uykuları iyice dağılınca İsa'nın görkemini ve yanında duran iki kişiyi gördüler.
Luk.9: 33,"Bunlar İsa'nın yanından ayrılırken Petrus İsa'ya, ""Efendimiz"" dedi, ""Burada bulunmamız ne iyi oldu! Üç çardak kuralım: Biri sana, biri Musa'ya, biri de İlyas'a."" Aslında ne söylediğinin farkında değildi."
Luk.9: 34,Petrus daha bunları söylerken bir bulut gelip onlara gölge saldı. Bulut onları sarınca korktular.
Luk.9: 35,"Buluttan gelen bir ses, ""Bu benim Oğlum'dur, seçilmiş Olan'dır. O'nu dinleyin!"" dedi."
Luk.9: 36,Ses kesilince İsa'nın tek başına olduğu görüldü. Öğrenciler bunu gizli tuttular ve o günlerde hiç kimseye gördüklerinden söz etmediler. Cinli Bir Çocuğun İyileştirilmesi (
Luk.9: 37,"Ertesi gün dağdan indikleri zaman, İsa'yı büyük bir kalabalık karşıladı."
Luk.9: 38,"Kalabalığın içinden bir adam, ""Öğretmenim"" diye seslendi, ""Yalvarırım, oğlumu bir gör, o tek çocuğumdur."
Luk.9: 39,"Bir ruh onu yakalıyor, o da birdenbire çığlık atıyor. Ruh onu, ağzından köpükler gelene dek şiddetle sarsıyor. Bedenini yara bere içinde bırakarak güçbela ayrılıyor."
Luk.9: 40,"Ruhu kovmaları için öğrencilerine yalvardım, ama başaramadılar."""
Luk.9: 41,"İsa şöyle karşılık verdi: ""Ey imansız ve sapmış kuşak! Sizinle daha ne kadar kalıp size katlanacağım? Oğlunu buraya getir."""
Luk.9: 42,"Çocuk daha İsa'ya yaklaşırken cin onu yere vurup şiddetle sarstı. Ama İsa kötü ruhu azarladı, çocuğu iyileştirerek babasına geri verdi."
Luk.9: 43-44,Herkes Tanrı'nın büyük gücüne şaşıp kaldı. İsa Ölüp Dirileceğini Tekrar Bildiriyor (
Luk.9: 45,Onlar bu sözü anlamadılar. Sözü kavramasınlar diye anlamı kendilerinden gizlenmişti. Üstelik İsa'ya bu sözle ilgili soru sormaktan korkuyorlardı. En Büyük Kim? (
Luk.9: 46,"Öğrenciler, aralarında kimin en büyük olduğunu tartışmaya başladılar."
Luk.9: 47-48,"Akıllarından geçeni bilen İsa, küçük bir çocuğu tutup yanına çekti ve onlara şöyle dedi: ""Bu çocuğu benim adım uğruna kabul eden, beni kabul etmiş olur. Beni kabul eden de beni göndereni kabul etmiş olur. Aranızda en küçük kim ise, işte en büyük odur."""
Luk.9: 49,"Yuhanna buna karşılık, ""Efendimiz"" dedi, ""Senin adınla cin kovan birini gördük, ama bizimle birlikte seni izlemediği için ona engel olmaya çalıştık."""
Luk.9: 50,"İsa, ""Ona engel olmayın!"" dedi. ""Size karşı olmayan, sizden yanadır."" Samiriyeliler İsa'yı İstemiyor"
Luk.9: 51,"Göğe alınacağı gün yaklaşınca İsa, kararlı adımlarla Yeruşalim'e doğru yola çıktı."
Luk.9: 52,"Kendi önünden haberciler gönderdi. Bunlar, kendisi için hazırlık yapmak üzere gidip Samiriyeliler'e ait bir köye girdiler."
Luk.9: 53,Ama Samiriyeliler İsa'yı kabul etmediler. Çünkü Yeruşalim'e doğru gidiyordu.
Luk.9: 54,"Öğrencilerden Yakup'la Yuhanna bunu görünce, ""Rab, bunları yok etmek için bir buyrukla gökten ateş yağdırmamızı ister misin?"" dediler."
Luk.9: 55,Ama İsa dönüp onları azarladı.
Luk.9: 56,Sonra başka bir köye gittiler. İsa'yı İzlemenin Bedeli (
Luk.9: 57,"Yolda giderlerken bir adam İsa'ya, ""Nereye gidersen, senin ardından geleceğim"" dedi."
Luk.9: 58,"İsa ona, ""Tilkilerin ini, kuşların yuvası var, ama İnsanoğlu'nun başını yaslayacak bir yeri yok"" dedi."
Luk.9: 59,"Bir başkasına, ""Ardımdan gel"" dedi. Adam ise, ""İzin ver, önce gidip babamı gömeyim"" dedi."
Luk.9: 60,"İsa ona şöyle dedi: ""Bırak ölüleri, kendi ölülerini kendileri gömsün. Sen gidip Tanrı'nın Egemenliği'ni duyur."""
Luk.9: 61,"Bir başkası, ""Ya Rab"" dedi, ""Senin ardından geleceğim ama, izin ver, önce evimdekilerle vedalaşayım."""
Luk.9: 62,"İsa ona, ""Sabanı tutup da geriye bakan, Tanrı'nın Egemenliği'ne layık değildir"" dedi.  BÖLÜM 10 Yetmişler'in Görevlendirilmesi"
Luk.10: 1,"Bu olaylardan sonra Rab yetmiş kişi daha görevlendirdi. Bunları ikişer ikişer, kendisinin gideceği her kente, her yere kendi önünden gönderdi."
Luk.10: 2,"Onlara, ""Ürün bol, ama işçi az"" dedi, ""Bu nedenle ürünün sahibi Rab'be yalvarın, ürününü kaldıracak işçiler göndersin."
Luk.10: 3,"Haydi gidin! İşte, sizi kuzular gibi kurtların arasına gönderiyorum."
Luk.10: 4,"Yanınıza ne kese, ne torba, ne de çarık alın. Yolda hiç kimseyle selamlaşmayın."
Luk.10: 5,"Hangi eve girerseniz, önce, 'Bu eve esenlik olsun!' deyin."
Luk.10: 6,"Orada esenliksever biri varsa, dilediğiniz esenlik onun üzerinde kalacak; yoksa, size dönecektir."
Luk.10: 7,"Girdiğiniz evde kalın, size ne verirlerse onu yiyip için. Çünkü işçi ücretini hak eder. Evden eve taşınmayın."
Luk.10: 8,"""Bir kente girdiğinizde sizi kabul ederlerse, önünüze konulanı yiyin."
Luk.10: 9,"Orada bulunan hastaları iyileştirin ve kendilerine, 'Tanrı'nın Egemenliği size yaklaştı' deyin."
Luk.10: 10-11,"Ama bir kente girdiğinizde sizi kabul etmezlerse, o kentin caddelerine çıkıp şöyle deyin: 'Kentinizden ayaklarımızda kalan tozu bile size karşı silkiyoruz. Yine de şunu bilin ki, Tanrı'nın Egemenliği yaklaştı.'"
Luk.10: 12,"Size şunu söyleyeyim, yargı günü o kentin hali Sodom Kenti'nin halinden beter olacaktır."
Luk.10: 13,"""Vay haline, ey Horazin! Vay haline, ey Beytsayda! Sizlerde yapılan mucizeler Sur ve Sayda'da yapılmış olsaydı, çoktan çul kuşanıp kül içinde oturarak tövbe etmiş olurlardı."
Luk.10: 14,Ama yargı günü sizin haliniz Sur ve Sayda'nın halinden beter olacaktır.
Luk.10: 15,"Ya sen, ey Kefarnahum, göğe mi çıkarılacaksın? Hayır, ölüler diyarına indirileceksin!"
Luk.10: 16,"""Sizi dinleyen beni dinlemiş olur, sizi reddeden beni reddetmiş olur. Beni reddeden de beni göndereni reddetmiş olur."""
Luk.10: 17,"Yetmişler sevinç içinde döndüler. ""Ya Rab"" dediler, ""Senin adını andığımızda cinler bile bize boyun eğiyor."""
Luk.10: 18,"İsa onlara şöyle dedi: ""Şeytan'ın gökten yıldırım gibi düştüğünü gördüm."
Luk.10: 19,"Ben size, yılanları ve akrepleri ayak altında ezmek ve düşmanın bütün gücünü alt etmek için yetki verdim. Hiçbir şey size zarar vermeyecektir."
Luk.10: 20,"Bununla birlikte, ruhların size boyun eğmesine sevinmeyin, adlarınızın gökte yazılmış olmasına sevinin."""
Luk.10: 21,"O anda İsa Kutsal Ruh'un etkisiyle coşarak şöyle dedi: ""Baba, yerin ve göğün Rabbi! Bu gerçekleri bilge ve akıllı kişilerden gizleyip küçük çocuklara açtığın için sana şükrederim. Evet Baba, senin isteğin buydu."
Luk.10: 22,"""Babam her şeyi bana teslim etti. Oğul'un kim olduğunu Baba'dan başka kimse bilmez. Baba'nın kim olduğunu da Oğul'dan ve Oğul'un O'nu tanıtmak istediği kişilerden başkası bilmez."""
Luk.10: 23,"Sonra öğrencilerine dönüp özel olarak şöyle dedi: ""Sizin gördüklerinizi gören gözlere ne mutlu!"
Luk.10: 24,"Size şunu söyleyeyim, nice peygamberler, nice krallar sizin ördüklerinizi görmek istediler, ama göremediler. Sizin işittiklerinizi işitmek istediler, ama işitemediler."" İyi Samiriyeli"
Luk.10: 25,"Bir Kutsal Yasa uzmanı İsa'yı denemek amacıyla gelip şöyle dedi: ""Öğretmenim, sonsuz yaşamı miras almak için ne yapmalıyım?"""
Luk.10: 26,"İsa ona, ""Kutsal Yasa'da ne yazılmıştır?"" diye sordu. ""Orada ne okuyorsun?"""
Luk.10: 27,"Adam şöyle karşılık verdi: ""Tanrın Rab'bi bütün yüreğinle, bütün canınla, bütün gücünle ve bütün aklınla seveceksin. Komşunu da kendin gibi seveceksin."""
Luk.10: 28,"İsa ona, ""Doğru yanıt verdin"" dedi. ""Bunu yap ve yaşayacaksın."""
Luk.10: 29,"Oysa adam kendini haklı çıkarmak isteyerek İsa'ya, ""Peki, komşum kim?""dedi."
Luk.10: 30,"İsa şöyle yanıt verdi: ""Adamın biri Yeruşalim'den Eriha'ya inerken haydutların eline düştü. Onu soyup dövdüler, yarı ölü bırakıp gittiler."
Luk.10: 31,Bir rastlantı olarak o yoldan bir kâhin geçiyordu. Adamı görünce yolun öbür yanından geçip gitti.
Luk.10: 32,Bir Levili de oraya varıp adamı görünce aynı şekilde geçip gitti.
Luk.10: 33,"O yoldan geçen bir Samiriyeli ise adamın bulunduğu yere gelip onu görünce, yüreği sızladı."
Luk.10: 34,"Adamın yanına gitti, yaralarının üzerine yağla şarap dökerek sardı. Sonra adamı kendi hayvanına bindirip hana götürdü, onunla ilgilendi."
Luk.10: 35,"Ertesi gün iki dinar çıkararak hancıya verdi. 'Ona iyi bak' dedi, 'Bundan fazla ne harcarsan, dönüşümde sana öderim.'"
Luk.10: 36,"""Sence bu üç kişiden hangisi haydutlar arasına düşen adama komşu gibi davrandı?"""
Luk.10: 37,"Yasa uzmanı, ""Ona acıyıp yardım eden"" dedi. İsa, ""Git, sen de öyle yap"" dedi. İsa, Marta ve Meryem'in Evinde"
Luk.10: 38,"İsa, öğrencileriyle birlikte yola devam edip bir köye girdi. Marta adında bir kadın İsa'yı evinde konuk etti."
Luk.10: 39,"Marta'nın Meryem adındaki kızkardeşi, Rab'bin ayakları dibine oturmuş O'nun konuşmasını dinliyordu."
Luk.10: 40,"Marta ise işlerinin çokluğundan ötürü telaş içindeydi. İsa'nın yanına gelerek, ""Ya Rab"" dedi, ""Kardeşimin beni hizmet işlerinde yalnız bırakmasına aldırmıyor musun? Ona söyle de bana yardım etsin."""
Luk.10: 41,"Rab ona şu karşılığı verdi: ""Marta, Marta, sen çok şey için kaygılanıp telaşlanıyorsun."
Luk.10: 42,"Oysa gerekli olan tek bir şey vardır. Meryem iyi olanı seçti ve bu kendisinden alınmayacak."" BÖLÜM 11 Nasıl Dua Etmeli ("
Luk.11: 1,"İsa bir yerde dua ediyordu. Duasını bitirince öğrencilerinden biri, ""Ya Rab""dedi, ""Yahya'nın kendi öğrencilerine öğrettiği gibi sen de bize dua etmesini öğret."""
Luk.11: 2,"İsa onlara, ""Dua ederken şöyle söyleyin"" dedi: ""Baba, adın kutsal kılınsın. Egemenliğin gelsin."
Luk.11: 3,Her gün bize gündelik ekmeğimizi ver.
Luk.11: 4,"Günahlarımızı bağışla. Çünkü biz de bize karşı suç işleyen herkesi bağışlıyoruz. Ayartılmamıza izin verme."""
Luk.11: 5-7,"Sonra şöyle dedi: ""Sizlerden birinin bir arkadaşı olur da gece yarısı ona gidip, 'Arkadaş, bana üç ekmek ödünç ver. Bir arkadaşım yoldan geldi, önüne koyacak bir şeyim yok' derse, öbürü içerden, 'Beni rahatsız etme! Kapı kilitli, çocuklarım da yanımda yatıyor. Kalkıp sana bir şey veremem' der mi hiç?"
Luk.11: 8,"Size şunu söyleyeyim, arkadaşlık gereği kalkıp ona istediğini vermese bile, adamın yüzsüzlüğünden ötürü kalkar, ihtiyacı neyse ona verir."
Luk.11: 9,"""Ben size şunu söyleyeyim: Dileyin, size verilecek; arayın, bulacaksınız; kapıyı çalın, size açılacaktır."
Luk.11: 10,"Çünkü her dileyen alır, arayan bulur, kapı çalana açılır."
Luk.11: 11,"""Aranızda hangi baba, ekmek isteyen oğluna taş verir? Ya da balık isterse balık yerine yılan verir?"
Luk.11: 12,Ya da yumurta isterse ona akrep verir?
Luk.11: 13,"Sizler kötü yürekli olduğunuz halde çocuklarınıza güzel armağanlar vermeyi biliyorsanız, gökteki Baba'nın, kendisinden dileyenlere Kutsal Ruh'u vereceği çok daha kesin değil mi?"" İsa ve Baalzevul ("
Luk.11: 14,İsa adamın birinden dilsiz bir cini kovuyordu. Cin çıkınca adamın dili çözüldü. Halk hayret içinde kaldı.
Luk.11: 15,"Ama içlerinden bazıları, ""Cinleri, cinlerin önderi Baalzevul'un gücüyle kovuyor"" dediler."
Luk.11: 16,Bazıları ise O'nu denemek amacıyla gökten bir belirti göstermesini istediler.
Luk.11: 17,"Onların ne düşündüğünü bilen İsa şöyle dedi: ""Kendi içinde bölünen ülke yıkılır, kendi içinde bölünen ev çöker."
Luk.11: 18,"Şeytan da kendi içinde bölünmüşse, onun egemenliği nasıl ayakta kalabilir? Siz, benim Baalzevul'un gücüyle cinleri kovduğumu söylüyorsunuz."
Luk.11: 19,"Eğer ben cinleri Baalzevul'un gücüyle kovuyorsam, sizin adamlarınız kimin gücüyle kovuyor? Sizi bu durumda kendi adamlarınız yargılayacak."
Luk.11: 20,"Ama ben cinleri Tanrı'nın eliyle kovuyorsam, Tanrı'nın Egemenliği üzerinize gelmiş demektir."
Luk.11: 21,"""Tepeden tırnağa silahlanmış güçlü bir adam kendi evini koruduğu sürece, malları güvenlik içinde olur."
Luk.11: 22,"Ne var ki, ondan daha güçlü biri saldırıp onu alt ettiğinde güvendiği bütün silahları elinden alır ve mallarını yağmalayarak bölüştürür."
Luk.11: 23,"Benden yana olmayan bana karşıdır, benimle birlikte toplamayan dağıtıyor demektir."
Luk.11: 24,"""Kötü ruh insandan çıkınca kurak yerlerde dolanıp huzur arar. Bulamayınca da, 'Çıktığım eve, kendi evime döneyim' der."
Luk.11: 25,"Eve gelince orayı süpürülmüş, düzeltilmiş bulur."
